date,campaign_name,mktng_pgm_nbr,sendout,delivered,people,unique_delivered,openers,clickers,clicked_or_opened,all_opens,all_clicks
2021-08-07,,US,424,407,599,407,360,94,362,561,119
2021-08-07,Hello_Email_prenatal_NoApp,US,612,579,755,579,304,47,305,463,61
2021-08-07,Hello_Email_postnatall_NoApp,US,119,107,154,107,76,13,76,105,17
2021-08-07,Newsletter_postnatal_NohApp,US,11,11,2324,11,2301,349,2313,3675,443
2021-08-07,Newsletter_postnatal_NoApp,US,0,0,2747,0,2715,301,2718,3892,383
2021-08-07,Newsletter_prenatal_WithApp,US,2,2,11631,2,5653,734,5667,8726,924
2021-08-06,Hello_Email_prenatal_NoApp,US,644,601,820,601,397,75,401,668,97
2021-08-06,Newsletter_prenatal_WithApp,US,190520,189742,190906,189742,29431,4012,29511,45446,5188
2021-08-06,Hello_Email_postnatal_WithApp,US,1665,1607,2213,1607,909,63,913,1435,84
2021-08-06,Newsletter_postnatal_NohApp,US,63344,63027,63371,63027,9389,1460,9452,14932,1937
2021-08-06,,US,478,466,706,466,446,125,448,714,137
2021-08-06,Newsletter_postnatal_NoApp,US,109624,108997,109846,108997,12531,1532,12627,19417,2055
2021-08-06,Hello_Email_postnatall_NoApp,US,145,131,185,131,77,12,77,122,18
2021-08-05,Newsletter_postnatal_NoApp,US,0,0,425,0,422,26,422,571,31
2021-08-05,Newsletter_postnatal_NohApp,US,0,0,252,0,250,19,251,437,21
2021-08-05,,US,665,640,911,640,564,170,568,920,194
2021-08-05,Hello_Email_prenatal_WithApp,US,0,0,1,0,0,0,0,0,0
2021-08-05,Hello_Email_postnatall_NoApp,US,143,129,189,129,82,12,83,164,15
2021-08-05,Newsletter_prenatal_WithApp,US,0,0,713,0,714,42,715,1028,50
2021-08-05,Hello_Email_prenatal_NoApp,US,632,588,828,588,395,63,397,628,74
2021-08-05,Hello_Email_postnatal_WithApp,US,1695,1624,2264,1624,967,67,968,1525,73
2021-08-04,Newsletter_postnatal_NohApp,US,0,0,347,0,347,29,347,568,45
2021-08-04,,US,696,669,902,669,526,163,531,832,186
2021-08-04,Hello_Email_prenatal_NoApp,US,730,686,924,686,434,80,438,698,102
2021-08-04,Newsletter_prenatal_WithApp,US,0,0,905,0,907,69,908,1298,82
2021-08-04,Newsletter_postnatal_NoApp,US,0,0,486,0,481,22,482,710,23
2021-08-04,Hello_Email_postnatal_WithApp,US,1718,1644,2323,1644,984,80,984,1576,89
2021-08-04,Hello_Email_postnatall_NoApp,US,157,147,206,147,94,16,94,140,20
2021-08-03,Newsletter_postnatal_NoApp,US,0,0,715,0,714,45,715,1048,50
2021-08-03,Hello_Email_prenatal_NoApp,US,697,657,894,657,408,68,415,688,91
2021-08-03,Newsletter_prenatal_WithApp,US,0,0,1249,0,1251,120,1254,1842,140
2021-08-03,Hello_Email_postnatall_NoApp,US,131,122,165,122,73,10,73,109,15
2021-08-03,,US,626,598,868,598,538,156,542,885,184
2021-08-03,Newsletter_postnatal_NohApp,US,0,0,432,0,428,44,431,700,67
2021-08-03,Hello_Email_postnatal_WithApp,US,1855,1772,2484,1772,1047,87,1048,1742,97
2021-08-03,Hello_Email_prenatal_WithApp,US,1,1,1,1,0,0,0,0,0
2021-08-02,,US,619,588,865,588,522,159,532,866,186
2021-08-02,Newsletter_postnatal_NoApp,US,0,0,973,0,956,83,959,1386,97
2021-08-02,Hello_Email_postnatal_WithApp,US,1711,1641,2409,1641,1118,89,1120,1805,99
2021-08-02,Newsletter_prenatal_WithApp,US,0,0,4141,0,1903,174,1909,2884,207
2021-08-02,Newsletter_postnatal_NohApp,US,0,0,702,0,697,73,700,1075,92
2021-08-02,Hello_Email_postnatall_NoApp,US,128,107,162,107,64,10,65,107,11
2021-08-02,Hello_Email_prenatal_NoApp,US,714,675,946,675,450,68,454,745,82
2021-08-01,Newsletter_postnatal_NoApp,US,0,0,1290,0,1257,134,1259,1811,181
2021-08-01,Hello_Email_postnatall_NoApp,USA,118,103,147,103,61,11,61,98,14
2021-08-01,,US,595,572,752,572,428,151,435,693,176
2021-08-01,Newsletter_postnatal_NohApp,US,0,0,934,0,923,161,925,1470,203
2021-08-01,Hello_Email_prenatal_NoApp,US,523,486,712,486,335,66,337,488,75
2021-08-01,Hello_Email_postnatal_WithApp,US,1789,1733,2278,1733,934,87,937,1488,99
2021-08-01,Newsletter_prenatal_WithApp,US,0,0,9863,0,2412,211,2413,3626,270
